name	coverage_before_LINE	coverage_after_LINE	gene	strand_transcript	strand_LINE
ENST00000484758.6	1.7599265	2.48574	SUSD4	-	+
ENST00000366878.9	2.2502856666666666	2.4813783333333332	SUSD4	-	+
ENST00000494793.6	2.2521223333333333	2.3131333333333335	SUSD4	-	+
ENST00000681669.1	2.22717775	2.4813783333333332	SUSD4	-	+
ENST00000681305.1	1.931057	2.4813783333333332	SUSD4	-	+
ENST00000681285.1	1.69357875	2.4871083333333335	SUSD4	-	+
ENST00000680429.1	1.703633	2.4874	SUSD4	-	+
ENST00000344029.6	2.2412096666666663	2.0340566666666664	SUSD4	-	+
ENST00000366669.9	31.353466666666666	51.62793333333333	COG2	+	-
ENST00000366668.7	35.485933333333335	51.64365333333333	COG2	+	-
ENST00000534989.1	23.130443333333332	51.63332	COG2	+	-
ENST00000602956.5	109.98048	21.74810875	TSNAX-DISC1	+	-
ENST00000439617.8	22.277537777777777	27.165575	DISC1	+	-
ENST00000628350.2	21.758396666666666	1.98375	DISC1	+	-
ENST00000535983.5	22.395308888888888	15.572	DISC1	+	-
ENST00000366637.8	22.395308888888888	28.318925	DISC1	+	-
ENST00000622252.4	21.4971975	27.1696	DISC1	+	-
ENST00000536534.7	0.8174011999999999	0.59300328	PLD5	-	+
ENST00000427495.5	0.5247652	0.6275228	PLD5	-	+
ENST00000442594.6	0.7601226666666666	0.6275228	PLD5	-	+
ENST00000407071.7	10.735114444444445	15.984411666666666	KIF26B	+	-
ENST00000630181.2	48.85834	103.66460000000001	SMYD3	-	+
ENST00000490107.6	50.34072	104.3409	SMYD3	-	+
ENST00000419394.2	4.5964	2.5	ENSG00000293331	-	+
ENST00000648019.1	19.30566	3.5522133333333334	ENSG00000293331	-	+
ENST00000690803.1	0.0	10.114241428571429	GRHL3	+	-
ENST00000655056.1	0.0	0.0	ENSG00000223944	-	+
ENST00000337495.9	17.666195000000002	74.30888461538461	SCMH1	-	+
ENST00000372596.5	17.4983	71.13375714285715	SCMH1	-	+
ENST00000372597.5	17.4983	73.09276153846155	SCMH1	-	+
ENST00000695335.1	15.695975	71.01922857142857	SCMH1	-	+
ENST00000695336.1	35.4578	67.969125	SCMH1	-	+
ENST00000606738.3	0.739552	1.2272698	TRABD2B	-	+
ENST00000452503.1	0.0	1.1627343333333333	ENSG00000290466	-	+
ENST00000371847.8	14.447220909090909	13.745750000000001	SPATA6	-	+
ENST00000396199.7	15.050943	13.7472	SPATA6	-	+
ENST00000371843.7	15.034040909090908	15.18795	SPATA6	-	+
ENST00000456002.2	0.0	0.0	ENSG00000229846	+	-
ENST00000287727.8	2.52215	23.062639444444443	ZFYVE9	+	-
ENST00000371591.2	3.70984	20.80767	ZFYVE9	+	-
ENST00000357206.6	7.0	22.791859411764705	ZFYVE9	+	-
ENST00000641611.1	0.0	10.49585	ENSG00000260971	-	+
ENST00000641155.1	0.42437	2.465115	ENSG00000260971	-	+
ENST00000641177.1	0.0	1.2603090000000001	ENSG00000260971	-	+
ENST00000641942.1	0.3550725	2.72907	ENSG00000260971	-	+
ENST00000642129.1	691.895356	2.72907	ENSG00000284686	-	+
ENST00000641502.1	0.0	1.392135	ENSG00000260971	-	+
ENST00000641594.1	0.0	1.4189725	ENSG00000260971	-	+
ENST00000647858.1	1.1908744333333332	0.51485	FGGY-DT	-	+
ENST00000371218.8	18.856324166666667	31.00808	FGGY	+	-
ENST00000303721.12	20.791355454545453	30.92432	FGGY	+	-
ENST00000371212.5	20.333077777777778	30.95174	FGGY	+	-
ENST00000371210.1	18.58862	30.95174	FGGY	+	-
ENST00000371059.7	198.29967666666664	13.306892352941176	LEPR	+	-
ENST00000371060.7	198.29967666666664	13.992237647058824	LEPR	+	-
ENST00000349533.11	204.0813433333333	12.95703311764706	LEPR	+	-
ENST00000344610.12	4.459015	12.96126011764706	LEPR	+	-
ENST00000616738.4	4.459015	14.000590588235294	LEPR	+	-
ENST00000347310.10	0.0	0.0	IL23R	+	-
ENST00000697154.1	0.0	0.0	IL23R	+	-
ENST00000697163.1	0.0	0.0	IL23R	+	-
ENST00000697230.1	0.0	0.0	IL23R	+	-
ENST00000697164.1	0.0	0.0	IL23R	+	-
ENST00000697165.1	0.0	0.0	IL23R	+	-
ENST00000643361.1	0.0	0.17857133333333333	ENSG00000285407	+	-
ENST00000425517.1	0.0	0.0	LINC01707	+	-
ENST00000651989.2	0.070041625	0.022019842105263157	LRRC7	+	-
ENST00000310961.9	0.18322	0.02172322222222222	LRRC7	+	-
ENST00000415775.2	0.0	0.0181926	LRRC7	+	-
ENST00000419450.1	0.0	0.0	LINC01788	+	-
ENST00000668734.1	0.0	0.0	ENSG00000225087	-	+
ENST00000654386.1	0.4832535	0.0	ENSG00000225087	-	+
ENST00000656766.1	0.2126315	0.0	ENSG00000225087	-	+
ENST00000395089.5	1.5954625	0.0	LRRIQ3	-	+
ENST00000354431.9	2.33571	0.0	LRRIQ3	-	+
ENST00000370909.6	2.44079	0.0	LRRIQ3	-	+
ENST00000370895.5	10.09239776923077	1.916088	FPGT-TNNI3K	+	-
ENST00000263187.4	0.23650275	0.8134181666666667	MSH4	+	-
ENST00000477717.6	0.396761	0.8844283333333334	ST6GALNAC5	+	-
ENST00000370758.5	0.0	22.81845	PTGFR	+	-
ENST00000370742.4	21.852228571428572	30.51995	ADGRL4	-	+
ENST00000671209.1	20.580391428571428	30.055142857142858	ADGRL4	-	+
ENST00000661030.1	14.905266666666666	30.8341	ADGRL4	-	+
ENST00000655029.1	14.905266666666666	32.568937500000004	ADGRL4	-	+
ENST00000656841.1	20.572077142857143	33.0586	ADGRL4	-	+
ENST00000426972.8	2.92126	26.751936666666666	DDAH1	-	+
ENST00000699483.1	2.0050715	0.0	CLCA4-AS1	-	+
ENST00000456587.1	0.0	0.0	CLCA4-AS1	-	+
ENST00000650379.1	0.0	0.0	CLCA4-AS1	-	+
ENST00000316005.11	29.777	63.24093	PKN2	+	-
ENST00000370521.8	33.972	80.00400476190477	PKN2	+	-
ENST00000370513.9	44.0351	82.89829	PKN2	+	-
ENST00000671515.1	0.0264744	0.0	ENSG00000286548	-	+
ENST00000370453.5	7.5	19.206699999999998	ENSG00000271949	+	-
ENST00000370440.5	3.35644	50.964	ZNF644	-	+
ENST00000347275.9	3.55914	57.373333333333335	ZNF644	-	+
ENST00000337393.10	11.0426	51.01728	ZNF644	-	+
ENST00000361321.5	6.77465	58.674866666666674	ZNF644	-	+
ENST00000370425.8	1.0695584333333332	3.6275666666666666	HFM1	-	+
ENST00000706885.1	35.856833333333334	63.9949	EVI5	-	+
ENST00000684568.2	36.84886315789474	63.9949	EVI5	-	+
ENST00000370331.5	38.15620588235294	63.9949	EVI5	-	+
ENST00000706867.1	33.35164276190476	42.1981	EVI5	-	+
ENST00000706868.1	35.031855	50.7494	EVI5	-	+
ENST00000706843.1	37.49315666666667	58.1297	EVI5	-	+
ENST00000540033.3	37.389355555555554	58.1297	EVI5	-	+
ENST00000615519.4	13.9527	74.61574999999999	DIPK1A	-	+
ENST00000613902.4	13.9527	91.7761	DIPK1A	-	+
ENST00000616709.4	13.9527	85.46116666666667	DIPK1A	-	+
ENST00000370310.5	23.1136	88.9102	DIPK1A	-	+
ENST00000370214.9	87.34227727272727	116.229	ABCD3	+	-
ENST00000634870.1	4.29721	6.4607254	SLC44A3-AS1	-	+
ENST00000635184.1	4.44872	6.252766	SLC44A3-AS1	-	+
ENST00000418366.2	5.11321	8.051614	SLC44A3-AS1	-	+
ENST00000634861.1	5.6671949999999995	3.4041533333333334	SLC44A3-AS1	-	+
ENST00000370203.9	5.3024514	11.48004	TLCD4	+	-
ENST00000604534.5	6.347631166666667	25.13743	TLCD4-RWDD3	+	-
ENST00000456933.1	0.0	0.0	LINC02607	+	-
ENST00000665349.1	0.0	0.0	LINC02607	+	-
ENST00000435311.1	0.0	0.0	LINC01787	-	+
ENST00000602672.2	0.5198112500000001	0.1568045	MIR137HG	-	+
ENST00000425113.1	0.0	0.0485577	PLPPR5-AS1	+	-
ENST00000660510.1	0.0	0.0	PLPPR5-AS1	+	-
ENST00000658279.1	0.0	0.0	PLPPR5-AS1	+	-
ENST00000662973.1	0.0	0.0	PLPPR5-AS1	+	-
ENST00000370112.8	29.1194625	43.223875	SLC30A7	+	-
ENST00000357650.9	29.30905	43.94283333333333	SLC30A7	+	-
ENST00000358392.6	83.688025	92.40438	COL11A1	-	+
ENST00000353414.8	83.688025	93.85435161290323	COL11A1	-	+
ENST00000370096.9	82.831825	93.62286349206349	COL11A1	-	+
ENST00000512756.5	84.238275	95.17929180327869	COL11A1	-	+
ENST00000461720.6	84.052725	68.27555872727272	COL11A1	-	+
ENST00000645458.1	70.4186	71.42620904761905	COL11A1	-	+
ENST00000644186.1	82.831825	71.2189675	COL11A1	-	+
ENST00000647280.1	82.831825	71.37727509523809	COL11A1	-	+
ENST00000370056.9	5.9549268	231.668105	VAV3	-	+
ENST00000527011.5	5.9973868	215.53518153846153	VAV3	-	+
ENST00000307546.14	23.395	28.579027272727274	MAGI3	+	-
ENST00000369617.8	21.184272727272727	24.632889090909092	MAGI3	+	-
ENST00000369615.5	23.36758	26.3976225	MAGI3	+	-
ENST00000369611.4	23.42939	24.632889090909092	MAGI3	+	-
ENST00000369522.8	0.0	0.0	SYCP1	+	-
ENST00000613524.4	0.0	0.0	SYCP1	+	-
ENST00000618516.4	0.0	0.0	SYCP1	+	-
ENST00000369518.1	0.0	0.0	SYCP1	+	-
ENST00000667138.1	24.841833333333334	0.141556	WARS2-AS1	+	-
ENST00000440150.5	25.9389	7.226005000000001	WARS2-AS1	+	-
ENST00000670000.1	26.244933333333332	8.29125	WARS2-AS1	+	-
ENST00000418015.1	19.064709999999998	0.0	WARS2-AS1	+	-
ENST00000367123.8	34.091590000000004	59.833128571428574	SRGAP2C	+	-
ENST00000304465.7	32.8596	65.85315	SRGAP2C	+	-
ENST00000612199.4	35.25968666666667	57.519442857142856	SRGAP2B	-	+
ENST00000641863.3	35.741843333333335	57.468314285714285	SRGAP2B	-	+
ENST00000619867.4	0.0	8.74821	LINC00624	-	+
ENST00000630125.3	0.0	1.2361814285714285	CCDST	+	-
ENST00000669830.1	0.0	1.367115857142857	CCDST	+	-
ENST00000420707.5	0.0	1.277053875	CCDST	+	-
ENST00000368799.2	0.0	0.2142405	FLG	-	+
ENST00000368176.8	0.0	0.074397	FCRL1	-	+
ENST00000358292.7	0.0	0.08266333333333334	FCRL1	-	+
ENST00000491942.1	0.0	0.074397	FCRL1	-	+
ENST00000693113.1	0.0	0.250465	ENSG00000289484	-	+
ENST00000534968.5	2.64286	19.1882	CD84	-	+
ENST00000368054.8	11.962905000000001	19.18972	CD84	-	+
ENST00000311224.8	11.852675000000001	17.840558333333334	CD84	-	+
ENST00000368048.7	11.852675000000001	18.069463333333335	CD84	-	+
ENST00000368051.3	11.852675000000001	21.343975	CD84	-	+
ENST00000368037.9	0.3357205	0.0	LY9	+	-
ENST00000392203.8	0.355496	0.0	LY9	+	-
ENST00000263285.11	0.41097399999999995	0.0	LY9	+	-
ENST00000361897.10	1.33221	3.2034826666666665	NOS1AP	+	-
ENST00000530878.5	1.54902	3.4641626666666667	NOS1AP	+	-
ENST00000653824.2	0.0	0.0	ENSG00000229588	+	-
ENST00000366408.3	0.0	0.0	LINC00970	-	+
ENST00000715531.1	0.0	0.0	LINC00970	-	+
ENST00000715535.1	0.0	0.0	LINC00970	-	+
ENST00000715536.1	0.0	0.0	LINC00970	-	+
ENST00000715537.1	0.0	0.0	LINC00970	-	+
ENST00000367765.5	29.644433333333335	55.74811764705882	KIFAP3	-	+
ENST00000367767.5	36.47265	55.74811764705882	KIFAP3	-	+
ENST00000490550.2	29.644433333333335	55.74811764705882	KIFAP3	-	+
ENST00000361580.7	38.4286	55.78211176470588	KIFAP3	-	+
ENST00000538366.5	37.19376666666667	52.74996011111111	KIFAP3	-	+
ENST00000647382.2	114.2588052631579	206.38673125	PRRC2C	+	-
ENST00000367742.7	114.67306315789473	217.6338	PRRC2C	+	-
ENST00000338920.8	114.84363157894737	217.6338	PRRC2C	+	-
ENST00000426496.6	116.60075	217.6338	PRRC2C	+	-
ENST00000714429.1	8.228785	0.6276482666666667	TNFSF4	-	+
ENST00000714430.1	6.040093333333333	1.37483995	TNFSF4	-	+
ENST00000714470.1	5.4506733333333335	1.37593745	TNFSF4	-	+
ENST00000714471.1	5.8037399999999995	1.6050482666666666	TNFSF4	-	+
ENST00000693292.1	0.0	0.0	ENSG00000289426	+	-
ENST00000356198.6	15.6998	14.182797500000001	CENPL	-	+
ENST00000682279.1	18.2666	18.574666666666666	CENPL	-	+
ENST00000345664.10	13.392719999999999	19.679733333333335	CENPL	-	+
ENST00000367710.7	14.04633	19.679733333333335	CENPL	-	+
ENST00000251507.8	24.637044210526316	30.008399999999998	RABGAP1L	+	-
ENST00000681986.1	24.64469947368421	58.273228571428575	RABGAP1L	+	-
ENST00000325589.9	19.554	57.86311428571429	RABGAP1L	+	-
ENST00000367687.5	19.554	57.91197142857143	RABGAP1L	+	-
ENST00000347255.6	19.554	57.83061428571428	RABGAP1L	+	-
ENST00000489615.5	16.79074	58.273228571428575	RABGAP1L	+	-
ENST00000654248.1	1.5023865	0.0	COP1-DT	+	-
ENST00000670762.1	0.0	0.1676348	ENSG00000227579	-	+
ENST00000664407.1	0.0	0.2095435	ENSG00000227579	-	+
ENST00000354921.7	4.2414315	7.876873333333333	CRYZL2P-SEC16B	-	+
ENST00000617277.4	0.5637238333333333	0.488789	AXDND1	+	-
ENST00000367618.8	0.5125224	0.484444	AXDND1	+	-
ENST00000287713.7	2.9397	10.282429	NMNAT2	-	+
ENST00000304685.8	0.837321	60.66802722222222	RGL1	+	-
ENST00000367511.4	4.6408312	4.451106666666667	NIBAN1	-	+
ENST00000367501.7	24.0903125	33.0006	SWT1	+	-
ENST00000367500.9	24.157426875	29.423866666666665	SWT1	+	-
ENST00000271588.9	5.64068726	21.905554285714285	HMCN1	+	-
ENST00000655945.1	0.1530305	0.0	PDC-AS1	+	-
ENST00000643891.1	1.0657266666666667	0.0	LINC01036	+	-
ENST00000648838.2	2.8407655000000003	3.1136554999999997	ENSG00000285894	+	-
ENST00000413356.1	0.0	0.0	LINC01720	+	-
ENST00000648197.1	0.0	0.0	ENSG00000285638	-	+
ENST00000642855.1	0.95569175	0.7986417499999999	ENSG00000285280	-	+
ENST00000644134.1	0.0944445	0.845857	ENSG00000285280	-	+
ENST00000367433.9	0.0	0.032054346153846155	KCNT2	-	+
ENST00000294725.14	0.0	0.030867148148148147	KCNT2	-	+
ENST00000451324.6	0.0	0.03623534782608696	KCNT2	-	+
ENST00000609185.5	0.0	0.032054346153846155	KCNT2	-	+
ENST00000695970.1	0.2436455	0.696369	CFH	+	-
ENST00000695971.1	0.2436455	0.6450952	CFH	+	-
ENST00000696032.1	0.3383451538461538	0.0972089	ENSG00000289697	+	-
ENST00000695974.1	0.2220608	0.6450952	CFH	+	-
ENST00000695976.1	0.22931341176470588	0.6450952	CFH	+	-
ENST00000695981.1	0.2436455	0.7442485	CFH	+	-
ENST00000696027.1	0.2436455	0.6371412	CFH	+	-
ENST00000696028.1	0.2436455	0.6986558	CFH	+	-
ENST00000696029.1	0.2436455	0.6371412	CFH	+	-
ENST00000695984.1	0.07201075	0.6450952	CFH	+	-
ENST00000367429.9	0.2436455	0.6450952	CFH	+	-
ENST00000699466.1	0.0	0.0	CFHR5	+	-
ENST00000256785.5	0.0	0.0	CFHR5	+	-
ENST00000699468.1	0.0	0.0	CFHR5	+	-
ENST00000620048.6	6.32145	5.4860500000000005	DENND1B	-	+
ENST00000235453.8	6.976809	4.586365	DENND1B	-	+
ENST00000367396.7	6.406541	4.586365	DENND1B	-	+
ENST00000573034.8	51.080400000000004	86.403365	SRGAP2	+	-
ENST00000419187.6	45.4334	75.26546666666667	SRGAP2	+	-
ENST00000605610.5	63.21445	79.89436666666667	SRGAP2	+	-
ENST00000624873.3	58.19045	85.626155	SRGAP2	+	-
ENST00000654974.1	0.0	0.0	ENSG00000232537	-	+
ENST00000537238.5	0.0	0.0	SYT14	+	-
ENST00000637265.1	0.0	0.002368225	SYT14	+	-
ENST00000367019.6	0.0	0.002725457142857143	SYT14	+	-
ENST00000699295.1	0.0	0.0	SYT14	+	-
ENST00000472886.5	0.0	0.0	SYT14	+	-
ENST00000367015.5	0.0	0.0	SYT14	+	-
ENST00000639602.1	0.0	39.7646	KCNH1	-	+
ENST00000638983.1	0.0	40.2628	KCNH1	-	+
ENST00000661331.1	62.913624999999996	31.747999999999998	LINC00467	+	-
ENST00000423222.6	62.83505	30.79375	LINC00467	+	-
ENST00000670353.1	63.573775	32.554540333333335	LINC00467	+	-
ENST00000667464.1	43.459736666666664	48.68355	LINC00467	+	-
ENST00000659698.1	52.38318	32.67265	LINC00467	+	-
ENST00000654903.1	45.37657733333334	32.67019666666667	LINC00467	+	-
ENST00000637598.1	0.0	0.0	LINC02775	-	+
ENST00000391895.6	0.2911608	0.0	KCNK2	+	-
ENST00000444842.7	0.2911608	0.0	KCNK2	+	-
ENST00000391894.6	0.2911608	0.0	KCNK2	+	-
ENST00000366933.5	1.1358144000000001	2.3068915	SPATA17	+	-
ENST00000366917.6	9.720853333333332	12.282535	MARK1	+	-
ENST00000402574.5	9.782536666666667	12.841813636363636	MARK1	+	-
ENST00000611084.4	9.782536666666667	12.27351	MARK1	+	-
ENST00000366918.8	9.111678	12.83984090909091	MARK1	+	-
ENST00000677505.1	9.315878	12.323918333333333	MARK1	+	-
ENST00000678435.1	9.042794285714285	12.323918333333333	MARK1	+	-
ENST00000651706.1	183.90351666666666	60.138600000000004	ENSG00000286231	+	-
ENST00000715677.1	0.0	0.0	LINC01705	-	+
ENST00000675850.1	3.4878	20.79396125	DISP1	+	-
ENST00000675961.1	2.741335	22.936228571428572	DISP1	+	-
ENST00000445597.6	3.855216243902439	1.798978705	DNAH14	+	-
ENST00000430092.5	3.7400523898305083	1.837022684	DNAH14	+	-
ENST00000682510.1	3.6884524754098362	1.8330128	DNAH14	+	-
ENST00000439375.6	3.7363120862068966	1.837022684	DNAH14	+	-
ENST00000685406.1	0.0	0.06662275	ENSG00000282564	+	-
ENST00000366618.8	0.0	0.095092	SLC35F3	+	-
ENST00000647428.1	39.2095	45.70292142857143	ENSG00000285053	+	-
ENST00000645655.1	28.159646	44.40621333333333	ENSG00000285053	+	-
ENST00000647186.1	35.2452575	44.63348	ENSG00000285053	+	-
ENST00000646624.1	14.4899325	44.58108	ENSG00000285053	+	-
ENST00000645205.1	30.862066000000002	44.47868	ENSG00000285053	+	-
ENST00000645351.1	28.3968	44.40621333333333	ENSG00000285053	+	-
ENST00000651186.1	9.343915	45.0331	TBCE	+	-
ENST00000406207.5	9.476145	42.87334	TBCE	+	-
ENST00000645899.1	9.71515	38.11570714285714	TBCE	+	-
ENST00000644578.1	9.76515	43.69287142857143	TBCE	+	-
ENST00000642610.2	9.81262	39.33154	TBCE	+	-
ENST00000543662.4	9.844095	42.06695	TBCE	+	-
ENST00000366601.8	9.844095	47.15372307692308	TBCE	+	-
ENST00000644217.1	18.4231	43.674546666666664	TBCE	+	-
ENST00000389793.7	1.38462	13.997243961538462	LYST	-	+
ENST00000366592.8	118.85706	127.037	GPR137B	+	-
ENST00000676153.1	1.897785	3.097253333333333	CHRM3	+	-
ENST00000675184.1	1.8823125	3.7418833333333335	CHRM3	+	-
ENST00000615928.5	2.15038	3.7411566666666665	CHRM3	+	-
ENST00000676433.1	2.34375	3.740666666666667	CHRM3	+	-
ENST00000255380.8	2.7262285	3.097106666666667	CHRM3	+	-
ENST00000669820.1	0.0	0.0	ENSG00000287516	+	-
ENST00000662773.1	0.0	0.0	ENSG00000287516	+	-
ENST00000668538.1	0.0	0.0043935	ENSG00000287516	+	-
ENST00000667955.1	0.0	0.0	ENSG00000287516	+	-
ENST00000660302.1	0.0	0.0	ENSG00000287516	+	-
ENST00000660633.1	0.0	0.0	ENSG00000287516	+	-
ENST00000366558.7	213.64435	490.7612	KMO	+	-
ENST00000366559.9	217.44298	428.05559999999997	KMO	+	-
ENST00000366557.8	218.86737	405.42625	KMO	+	-
ENST00000336199.9	30.945899999999998	30.070827142857144	AKT3	-	+
ENST00000366540.5	26.64382125	32.78495	AKT3	-	+
ENST00000673466.1	26.640365	32.713116666666664	AKT3	-	+
ENST00000672578.1	27.108485714285713	32.50226666666667	AKT3	-	+
ENST00000366539.6	26.369128571428572	32.499233333333336	AKT3	-	+
ENST00000680056.1	30.917416666666668	29.99735	AKT3	-	+
ENST00000263826.12	26.8104875	29.99735	AKT3	-	+
ENST00000366534.9	1.3604534545454545	1.5755192727272727	CATSPERE	+	-
ENST00000366531.7	1.8706235	1.5880292727272727	CATSPERE	+	-
ENST00000366533.8	1.3604534545454545	1.6892596	CATSPERE	+	-
ENST00000366518.4	8.538568333333334	15.984711666666668	KIF26B	+	-
ENST00000444042.2	0.8145496666666667	0.0095057	CYP4A22-AS1	-	+
