name	coverage_before_LINE	coverage_after_LINE	gene	strand_transcript	strand_LINE
ENST00000642319.1	491.91616666666664	71.3198375	ACBD6	-	+
ENST00000367595.4	503.6143333333333	200.098	ACBD6	-	+
ENST00000294854.13	0.11152637411764706	0.0	RGSL1	+	-
ENST00000655976.1	0.0	0.0	LINC01350	-	+
ENST00000439633.7	0.0	0.976866425	LINC01350	-	+
ENST00000665129.1	0.0	0.0	LINC01350	-	+
ENST00000656143.1	10.0936	21.0281475	ENSG00000227240	+	-
ENST00000538004.5	391.79144444444444	522.411	NEK7	+	-
ENST00000367385.9	393.52334444444443	815.481	NEK7	+	-
ENST00000367007.5	0.23941857142857143	0.5977282	KCNH1	-	+
ENST00000638498.1	0.23941857142857143	0.6053262	KCNH1	-	+
ENST00000271751.10	0.23941857142857143	0.2559225	KCNH1	-	+
ENST00000639952.1	0.23941857142857143	0.25588	KCNH1	-	+
ENST00000640044.1	0.5586433333333333	0.1088475	KCNH1	-	+
ENST00000640566.1	0.5586433333333333	0.217695	KCNH1	-	+
ENST00000657470.1	4.4813725	0.0	LYPLAL1-DT	-	+
ENST00000669535.1	4.6568375	1.4921419999999999	LYPLAL1-DT	-	+
ENST00000687117.1	4.6073375	1.73736	LYPLAL1-DT	-	+
ENST00000652067.1	0.0	0.0130719	ENSG00000236230	-	+
ENST00000343846.7	31.149250000000002	33.89245	SUSD4	-	+
ENST00000484758.6	17.97435	33.8925	SUSD4	-	+
ENST00000366878.9	28.978206666666665	33.92528333333333	SUSD4	-	+
ENST00000494793.6	28.95415	30.137445	SUSD4	-	+
ENST00000681669.1	23.0839575	33.92528333333333	SUSD4	-	+
ENST00000681305.1	22.61485	33.92528333333333	SUSD4	-	+
ENST00000681285.1	23.525025	33.984383333333334	SUSD4	-	+
ENST00000680429.1	21.7751575	33.98748333333333	SUSD4	-	+
ENST00000344029.6	29.097080000000002	45.11566666666667	SUSD4	-	+
ENST00000366669.9	372.055	270.36337333333336	COG2	+	-
ENST00000366668.7	392.817	270.4989733333333	COG2	+	-
ENST00000534989.1	314.8622666666667	270.3680533333333	COG2	+	-
ENST00000602956.5	752.8084	188.31585	TSNAX-DISC1	+	-
ENST00000439617.8	204.4187677777778	76.3478	DISC1	+	-
ENST00000628350.2	132.07176166666667	22.1196	DISC1	+	-
ENST00000535983.5	204.35917444444445	67.8665	DISC1	+	-
ENST00000366637.8	204.35917444444445	79.78355	DISC1	+	-
ENST00000622252.4	208.78957125	76.35415	DISC1	+	-
ENST00000536534.7	0.0	0.008419880000000001	PLD5	-	+
ENST00000427495.5	0.0	0.034782600000000004	PLD5	-	+
ENST00000442594.6	0.0	0.034782600000000004	PLD5	-	+
ENST00000407071.7	0.026709444444444442	0.4951104333333333	KIF26B	+	-
ENST00000630181.2	90.714083	109.958	SMYD3	-	+
ENST00000490107.6	92.37788	110.80199999999999	SMYD3	-	+
ENST00000419394.2	2.0742266666666667	0.0	ENSG00000293331	-	+
ENST00000648019.1	5.227746	0.28545133333333333	ENSG00000293331	-	+
ENST00000690803.1	0.0	0.0	GRHL3	+	-
ENST00000655056.1	0.36526766666666666	0.0	ENSG00000223944	-	+
ENST00000337495.9	25.38615	115.31207692307692	SCMH1	-	+
ENST00000372596.5	24.97665	110.63162142857142	SCMH1	-	+
ENST00000372597.5	24.97665	112.24858461538462	SCMH1	-	+
ENST00000695335.1	20.774075	108.09682142857143	SCMH1	-	+
ENST00000695336.1	41.747	52.80745833333334	SCMH1	-	+
ENST00000606738.3	0.0	0.01075268	TRABD2B	-	+
ENST00000452503.1	0.0	0.0	ENSG00000290466	-	+
ENST00000371847.8	16.343137636363636	16.7288	SPATA6	-	+
ENST00000396199.7	17.5110489	16.729595	SPATA6	-	+
ENST00000371843.7	17.312929999999998	20.04845	SPATA6	-	+
ENST00000456002.2	0.0	0.0	ENSG00000229846	+	-
ENST00000287727.8	3.79114	19.95736677777778	ZFYVE9	+	-
ENST00000371591.2	6.20725	21.155481684210525	ZFYVE9	+	-
ENST00000357206.6	25.0	20.55964423529412	ZFYVE9	+	-
ENST00000641611.1	0.0	0.0	ENSG00000260971	-	+
ENST00000641155.1	0.0	0.0	ENSG00000260971	-	+
ENST00000641177.1	0.0	0.0	ENSG00000260971	-	+
ENST00000641942.1	0.125	0.0	ENSG00000260971	-	+
ENST00000642129.1	0.3789212	0.0	ENSG00000284686	-	+
ENST00000641502.1	0.0	0.0	ENSG00000260971	-	+
ENST00000641594.1	0.657534	0.0	ENSG00000260971	-	+
ENST00000647858.1	0.8666243333333333	0.0	FGGY-DT	-	+
ENST00000371218.8	104.18428583333333	12.958188	FGGY	+	-
ENST00000303721.12	113.90940818181818	12.929598	FGGY	+	-
ENST00000371212.5	58.973932222222224	12.939548	FGGY	+	-
ENST00000371210.1	6.9603980000000005	12.939548	FGGY	+	-
ENST00000371059.7	68.79753333333333	48.141945647058826	LEPR	+	-
ENST00000371060.7	68.79753333333333	50.687411764705885	LEPR	+	-
ENST00000349533.11	69.48530000000001	48.20681176470588	LEPR	+	-
ENST00000344610.12	18.541	48.15269452941177	LEPR	+	-
ENST00000616738.4	18.541	50.70824705882353	LEPR	+	-
ENST00000347310.10	7.7167175	5.69357	IL23R	+	-
ENST00000697154.1	7.5893033333333335	6.4628575	IL23R	+	-
ENST00000697163.1	7.5893033333333335	6.48159	IL23R	+	-
ENST00000697230.1	7.5893033333333335	6.061855	IL23R	+	-
ENST00000697164.1	7.5893033333333335	5.266625	IL23R	+	-
ENST00000697165.1	7.5893033333333335	4.70885	IL23R	+	-
ENST00000643361.1	0.0	0.0	ENSG00000285407	+	-
ENST00000425517.1	0.0	0.0	LINC01707	+	-
ENST00000651989.2	3.38756025	3.1386727368421052	LRRC7	+	-
ENST00000310961.9	3.300771666666667	3.264612222222222	LRRC7	+	-
ENST00000415775.2	3.36423	3.4384601333333333	LRRC7	+	-
ENST00000419450.1	0.0	0.1168225	LINC01788	+	-
ENST00000668734.1	0.0	0.0	ENSG00000225087	-	+
ENST00000654386.1	0.0	0.0	ENSG00000225087	-	+
ENST00000656766.1	0.0	0.0	ENSG00000225087	-	+
ENST00000395089.5	4.384155	0.0	LRRIQ3	-	+
ENST00000354431.9	5.512824	0.0	LRRIQ3	-	+
ENST00000370909.6	4.844200000000001	0.0	LRRIQ3	-	+
ENST00000370895.5	13.415489538461538	3.779965	FPGT-TNNI3K	+	-
ENST00000263187.4	4.222375	0.8959916666666666	MSH4	+	-
ENST00000477717.6	0.0	0.10467233333333333	ST6GALNAC5	+	-
ENST00000370758.5	0.0	0.0	PTGFR	+	-
ENST00000370742.4	0.0	0.0	ADGRL4	-	+
ENST00000671209.1	0.0	0.0	ADGRL4	-	+
ENST00000661030.1	0.0	0.0	ADGRL4	-	+
ENST00000655029.1	0.0	0.0	ADGRL4	-	+
ENST00000656841.1	0.0	0.0	ADGRL4	-	+
ENST00000426972.8	0.0	0.32908766666666667	DDAH1	-	+
ENST00000699483.1	8.7212525	0.0515507	CLCA4-AS1	-	+
ENST00000456587.1	6.92857	0.17903933333333333	CLCA4-AS1	-	+
ENST00000650379.1	3.32355	0.257991	CLCA4-AS1	-	+
ENST00000316005.11	35.5294	283.9823	PKN2	+	-
ENST00000370521.8	40.605	270.99009523809525	PKN2	+	-
ENST00000370513.9	55.7193	270.34565	PKN2	+	-
ENST00000671515.1	2.0240620000000002	0.813239	ENSG00000286548	-	+
ENST00000370453.5	290.10215	191.0258	ENSG00000271949	+	-
ENST00000370440.5	36.9208	712.1874	ZNF644	-	+
ENST00000347275.9	36.6935	627.7336666666666	ZNF644	-	+
ENST00000337393.10	116.596	712.6792	ZNF644	-	+
ENST00000361321.5	25.8732	780.002	ZNF644	-	+
ENST00000370425.8	0.2876631333333333	0.24898422222222222	HFM1	-	+
ENST00000706885.1	14.395816111111111	7.09249	EVI5	-	+
ENST00000684568.2	14.831704210526317	7.09249	EVI5	-	+
ENST00000370331.5	16.215751176470587	7.09249	EVI5	-	+
ENST00000706867.1	13.562018095238095	6.83073	EVI5	-	+
ENST00000706868.1	14.095542	9.22084	EVI5	-	+
ENST00000706843.1	15.478275	9.81329	EVI5	-	+
ENST00000540033.3	15.478275	9.81329	EVI5	-	+
ENST00000615519.4	45.3581	260.6735	DIPK1A	-	+
ENST00000613902.4	45.3581	198.739	DIPK1A	-	+
ENST00000616709.4	45.3581	168.708	DIPK1A	-	+
ENST00000370310.5	72.9091	184.45475	DIPK1A	-	+
ENST00000370214.9	131.31603636363636	127.504	ABCD3	+	-
ENST00000634870.1	2.45511	2.97162	SLC44A3-AS1	-	+
ENST00000635184.1	2.54167	2.866016666666667	SLC44A3-AS1	-	+
ENST00000418366.2	2.99245	6.39403	SLC44A3-AS1	-	+
ENST00000634861.1	1.62185	2.96873	SLC44A3-AS1	-	+
ENST00000370203.9	3.4778552	1.48201	TLCD4	+	-
ENST00000604534.5	3.0648793333333333	48.5047	TLCD4-RWDD3	+	-
ENST00000456933.1	0.0	0.0	LINC02607	+	-
ENST00000665349.1	0.0	0.0	LINC02607	+	-
ENST00000435311.1	0.0	0.0356506	LINC01787	-	+
ENST00000602672.2	0.0	0.0	MIR137HG	-	+
ENST00000425113.1	0.0	0.0	PLPPR5-AS1	+	-
ENST00000660510.1	0.0	0.0	PLPPR5-AS1	+	-
ENST00000658279.1	0.0	0.0	PLPPR5-AS1	+	-
ENST00000662973.1	0.0	0.0	PLPPR5-AS1	+	-
ENST00000370112.8	246.19175	194.213	SLC30A7	+	-
ENST00000357650.9	248.03925	185.54166666666666	SLC30A7	+	-
ENST00000358392.6	0.0	0.0	COL11A1	-	+
ENST00000353414.8	0.0	0.0	COL11A1	-	+
ENST00000370096.9	0.0	0.0	COL11A1	-	+
ENST00000512756.5	0.0	0.0	COL11A1	-	+
ENST00000461720.6	0.0	0.0	COL11A1	-	+
ENST00000645458.1	0.0	0.0	COL11A1	-	+
ENST00000644186.1	0.0	0.0	COL11A1	-	+
ENST00000647280.1	0.0	0.0	COL11A1	-	+
ENST00000370056.9	455.3592066666667	507.5500083333333	VAV3	-	+
ENST00000527011.5	457.0825266666667	472.10553846153846	VAV3	-	+
ENST00000307546.14	39.115697	31.72469090909091	MAGI3	+	-
ENST00000369617.8	35.639419090909094	27.952971454545455	MAGI3	+	-
ENST00000369615.5	39.290444	29.2639375	MAGI3	+	-
ENST00000369611.4	39.318794	27.952971454545455	MAGI3	+	-
ENST00000369522.8	0.09220780952380953	0.0	SYCP1	+	-
ENST00000613524.4	0.09220780952380953	0.0	SYCP1	+	-
ENST00000618516.4	0.09220780952380953	0.0	SYCP1	+	-
ENST00000369518.1	0.09220780952380953	0.0	SYCP1	+	-
ENST00000667138.1	33.487433333333335	1.95655	WARS2-AS1	+	-
ENST00000440150.5	36.35675	10.098745000000001	WARS2-AS1	+	-
ENST00000670000.1	34.83906666666667	13.103	WARS2-AS1	+	-
ENST00000418015.1	28.674274999999998	3.2915	WARS2-AS1	+	-
ENST00000367123.8	72.51986666666667	83.272	SRGAP2C	+	-
ENST00000304465.7	37.3148	90.71353333333333	SRGAP2C	+	-
ENST00000612199.4	36.505700000000004	49.834942857142856	SRGAP2B	-	+
ENST00000641863.3	37.00813333333333	49.82828571428571	SRGAP2B	-	+
ENST00000619867.4	0.0	18.4247	LINC00624	-	+
ENST00000630125.3	0.0	1.6913692857142857	CCDST	+	-
ENST00000669830.1	0.0	4.22618	CCDST	+	-
ENST00000420707.5	0.0	4.156074875	CCDST	+	-
ENST00000368799.2	0.923077	0.08781	FLG	-	+
ENST00000368176.8	21.1739	99.854675	FCRL1	-	+
ENST00000358292.7	28.7143	90.88179444444445	FCRL1	-	+
ENST00000491942.1	37.8364	100.600375	FCRL1	-	+
ENST00000693113.1	0.0	0.0	ENSG00000289484	-	+
ENST00000534968.5	445.286	193.8958	CD84	-	+
ENST00000368054.8	647.1815	193.90460000000002	CD84	-	+
ENST00000311224.8	635.5295	170.81606666666667	CD84	-	+
ENST00000368048.7	635.5295	172.34406666666666	CD84	-	+
ENST00000368051.3	635.5295	197.71200000000002	CD84	-	+
ENST00000368037.9	421.17550000000006	176.3785	LY9	+	-
ENST00000392203.8	441.84700000000004	192.692	LY9	+	-
ENST00000263285.11	498.65000000000003	175.302	LY9	+	-
ENST00000361897.10	0.0	0.039935111111111116	NOS1AP	+	-
ENST00000530878.5	0.0	0.0009517011111111111	NOS1AP	+	-
ENST00000653824.2	0.0	0.0	ENSG00000229588	+	-
ENST00000366408.3	0.0	0.0	LINC00970	-	+
ENST00000715531.1	0.0	0.0	LINC00970	-	+
ENST00000715535.1	0.0	0.0	LINC00970	-	+
ENST00000715536.1	0.0	0.0	LINC00970	-	+
ENST00000715537.1	0.0	0.0	LINC00970	-	+
ENST00000367765.5	138.45517666666666	217.74447647058824	KIFAP3	-	+
ENST00000367767.5	183.3915	217.74447647058824	KIFAP3	-	+
ENST00000490550.2	136.02266666666668	217.74447647058824	KIFAP3	-	+
ENST00000361580.7	178.21166666666667	217.7808294117647	KIFAP3	-	+
ENST00000538366.5	172.32533333333333	206.08244666666667	KIFAP3	-	+
ENST00000647382.2	1428.8713157894738	597.10514375	PRRC2C	+	-
ENST00000367742.7	1445.756052631579	632.8368	PRRC2C	+	-
ENST00000338920.8	1451.2965789473685	632.8368	PRRC2C	+	-
ENST00000426496.6	1342.4880555555555	632.8368	PRRC2C	+	-
ENST00000714429.1	33.96235	11.051706666666666	TNFSF4	-	+
ENST00000714430.1	31.777	12.848735	TNFSF4	-	+
ENST00000714470.1	23.010245	12.855035	TNFSF4	-	+
ENST00000714471.1	25.670333333333332	14.7679	TNFSF4	-	+
ENST00000693292.1	0.0	0.0	ENSG00000289426	+	-
ENST00000356198.6	57.55933333333333	37.362775	CENPL	-	+
ENST00000682279.1	51.82756666666666	49.817033333333335	CENPL	-	+
ENST00000345664.10	45.6862	53.54366666666667	CENPL	-	+
ENST00000367710.7	46.90003333333333	53.54366666666667	CENPL	-	+
ENST00000251507.8	809.7560526315789	1297.7845	RABGAP1L	+	-
ENST00000681986.1	810.0038421052632	575.1927142857143	RABGAP1L	+	-
ENST00000325589.9	715.086025	581.1075714285714	RABGAP1L	+	-
ENST00000367687.5	712.7108525	594.493	RABGAP1L	+	-
ENST00000347255.6	712.6743574999999	585.8792857142857	RABGAP1L	+	-
ENST00000489615.5	765.49105	575.1927142857143	RABGAP1L	+	-
ENST00000654248.1	11.191385	0.067535	COP1-DT	+	-
ENST00000670762.1	0.0	0.0	ENSG00000227579	-	+
ENST00000664407.1	0.0	0.0	ENSG00000227579	-	+
ENST00000354921.7	0.45283	0.11936825925925926	CRYZL2P-SEC16B	-	+
ENST00000617277.4	1.5069974983333334	0.0	AXDND1	+	-
ENST00000367618.8	1.5507851984	0.0	AXDND1	+	-
ENST00000287713.7	0.0	0.1431355	NMNAT2	-	+
ENST00000304685.8	4.49043	10.621677777777778	RGL1	+	-
ENST00000367511.4	712.7414	679.3277777777778	NIBAN1	-	+
ENST00000367501.7	112.139595	85.2718	SWT1	+	-
ENST00000367500.9	112.59626312500001	87.2608	SWT1	+	-
ENST00000271588.9	1.244771436	0.5986055714285714	HMCN1	+	-
ENST00000655945.1	4.727130000000001	0.480699	PDC-AS1	+	-
ENST00000643891.1	9.039402	0.0	LINC01036	+	-
ENST00000648838.2	0.0	0.0	ENSG00000285894	+	-
ENST00000413356.1	0.0	0.003378375	LINC01720	+	-
ENST00000648197.1	0.0	0.0	ENSG00000285638	-	+
ENST00000642855.1	0.9082825	0.192681075	ENSG00000285280	-	+
ENST00000644134.1	1.28196	0.142582	ENSG00000285280	-	+
ENST00000367433.9	0.0	0.0	KCNT2	-	+
ENST00000294725.14	0.0	0.0	KCNT2	-	+
ENST00000451324.6	0.0	0.0	KCNT2	-	+
ENST00000609185.5	0.0	0.0	KCNT2	-	+
ENST00000695970.1	86.5883875	55.4624	CFH	+	-
ENST00000695971.1	86.85391249999999	54.33106	CFH	+	-
ENST00000696032.1	67.74824926923077	0.0442733	ENSG00000289697	+	-
ENST00000695974.1	89.71796666666667	54.33106	CFH	+	-
ENST00000695976.1	82.09819411764705	54.33106	CFH	+	-
ENST00000695981.1	87.7583625	53.662895	CFH	+	-
ENST00000696027.1	88.425975	53.61014	CFH	+	-
ENST00000696028.1	88.40833125	55.10336	CFH	+	-
ENST00000696029.1	88.40833125	53.59122	CFH	+	-
ENST00000695984.1	90.18015	54.33106	CFH	+	-
ENST00000367429.9	88.6227125	54.33106	CFH	+	-
ENST00000699466.1	0.0	0.0	CFHR5	+	-
ENST00000256785.5	0.0	0.0	CFHR5	+	-
ENST00000699468.1	0.0	0.0	CFHR5	+	-
ENST00000620048.6	217.842939	224.3242	DENND1B	-	+
ENST00000235453.8	214.06993	128.84494999999998	DENND1B	-	+
ENST00000367396.7	218.40123	128.84494999999998	DENND1B	-	+
ENST00000573034.8	45.24816666666667	53.139251	SRGAP2	+	-
ENST00000419187.6	27.7288	64.65641666666667	SRGAP2	+	-
ENST00000605610.5	42.5332	59.108755	SRGAP2	+	-
ENST00000624873.3	59.930949999999996	53.2864455	SRGAP2	+	-
ENST00000654974.1	0.0	0.0	ENSG00000232537	-	+
ENST00000537238.5	0.0	0.0	SYT14	+	-
ENST00000637265.1	0.0	0.0017351375	SYT14	+	-
ENST00000367019.6	0.0	0.0019968714285714287	SYT14	+	-
ENST00000699295.1	0.0	0.0	SYT14	+	-
ENST00000472886.5	0.0	0.0	SYT14	+	-
ENST00000367015.5	0.0	0.0	SYT14	+	-
ENST00000639602.1	0.27932166666666663	83.0003	KCNH1	-	+
ENST00000638983.1	0.27932166666666663	84.0402	KCNH1	-	+
ENST00000661331.1	70.133675	16.88371	LINC00467	+	-
ENST00000423222.6	66.892975	16.27927	LINC00467	+	-
ENST00000670353.1	67.526675	13.52173	LINC00467	+	-
ENST00000667464.1	49.8742	19.211035	LINC00467	+	-
ENST00000659698.1	55.78426	13.506666666666666	LINC00467	+	-
ENST00000654903.1	47.82435	13.680233333333334	LINC00467	+	-
ENST00000637598.1	0.0	0.0	LINC02775	-	+
ENST00000391895.6	0.2625188	0.0	KCNK2	+	-
ENST00000444842.7	0.1448718	0.0	KCNK2	+	-
ENST00000391894.6	0.1448718	0.0	KCNK2	+	-
ENST00000366933.5	0.7238100000000001	0.8870826666666667	SPATA17	+	-
ENST00000366917.6	0.39573166666666665	0.15376341666666668	MARK1	+	-
ENST00000402574.5	0.39573166666666665	0.1677419090909091	MARK1	+	-
ENST00000611084.4	0.39573166666666665	0.15376341666666668	MARK1	+	-
ENST00000366918.8	0.274878	0.1677419090909091	MARK1	+	-
ENST00000677505.1	0.274878	0.15376341666666668	MARK1	+	-
ENST00000678435.1	0.3391985714285714	0.15376341666666668	MARK1	+	-
ENST00000651706.1	8.66845	20.358	ENSG00000286231	+	-
ENST00000715677.1	0.0	0.300595	LINC01705	-	+
ENST00000675850.1	5.5122	12.45252125	DISP1	+	-
ENST00000675961.1	23.803615	13.854042857142858	DISP1	+	-
ENST00000445597.6	0.14572651707317072	1.3758063999999999	DNAH14	+	-
ENST00000430092.5	0.21993986271186441	1.12074984	DNAH14	+	-
ENST00000682510.1	0.2644877360655738	1.10648244	DNAH14	+	-
ENST00000439375.6	0.21876144655172414	1.12074984	DNAH14	+	-
ENST00000685406.1	0.0	0.0	ENSG00000282564	+	-
ENST00000366618.8	0.0	2.7736316666666667	SLC35F3	+	-
ENST00000647428.1	229.319	67.08701214285713	ENSG00000285053	+	-
ENST00000645655.1	109.6575974	63.158857999999995	ENSG00000285053	+	-
ENST00000647186.1	137.1026175	63.775458	ENSG00000285053	+	-
ENST00000646624.1	75.81999675	63.627524666666666	ENSG00000285053	+	-
ENST00000645205.1	131.1463974	63.34659133333333	ENSG00000285053	+	-
ENST00000645351.1	148.90925	63.158857999999995	ENSG00000285053	+	-
ENST00000651186.1	41.8762	64.11272642857142	TBCE	+	-
ENST00000406207.5	42.84695	60.64579133333333	TBCE	+	-
ENST00000645899.1	47.6078	49.91119785714285	TBCE	+	-
ENST00000644578.1	48.614149999999995	63.18781214285714	TBCE	+	-
ENST00000642610.2	49.5453	53.474024666666665	TBCE	+	-
ENST00000543662.4	50.1549	61.1855925	TBCE	+	-
ENST00000366601.8	50.1549	69.86062846153845	TBCE	+	-
ENST00000644217.1	65.2788	64.05155133333334	TBCE	+	-
ENST00000389793.7	73.4615	164.8398653846154	LYST	-	+
ENST00000366592.8	215.42604	180.05700000000002	GPR137B	+	-
ENST00000676153.1	0.0	0.832902	CHRM3	+	-
ENST00000675184.1	0.0	0.8222010333333334	CHRM3	+	-
ENST00000615928.5	0.0	0.8224359	CHRM3	+	-
ENST00000676433.1	0.0	0.8224833	CHRM3	+	-
ENST00000255380.8	0.068376	0.8328916666666667	CHRM3	+	-
ENST00000669820.1	0.0	0.0	ENSG00000287516	+	-
ENST00000662773.1	0.0	0.0	ENSG00000287516	+	-
ENST00000668538.1	0.0	0.0	ENSG00000287516	+	-
ENST00000667955.1	0.0	0.0	ENSG00000287516	+	-
ENST00000660302.1	0.0	0.0	ENSG00000287516	+	-
ENST00000660633.1	0.0	0.0	ENSG00000287516	+	-
ENST00000366558.7	11.955845	7.870746	KMO	+	-
ENST00000366559.9	12.283441	11.000461999999999	KMO	+	-
ENST00000366557.8	12.368005	12.257859999999999	KMO	+	-
ENST00000336199.9	1081.421	318.1130614285714	AKT3	-	+
ENST00000366540.5	930.9415300000001	370.31355	AKT3	-	+
ENST00000673466.1	930.52078375	383.777	AKT3	-	+
ENST00000672578.1	914.0337428571429	383.83071666666666	AKT3	-	+
ENST00000366539.6	912.3017142857143	383.82158333333336	AKT3	-	+
ENST00000680056.1	1075.3661666666667	389.8536666666667	AKT3	-	+
ENST00000263826.12	930.5936875	389.8536666666667	AKT3	-	+
ENST00000366534.9	7.822908964545454	11.790322727272727	CATSPERE	+	-
ENST00000366531.7	9.38554375	11.883162727272728	CATSPERE	+	-
ENST00000366533.8	7.823777136363637	12.962772	CATSPERE	+	-
ENST00000366518.4	0.040064166666666665	0.4950989333333333	KIF26B	+	-
ENST00000444042.2	0.0	0.0	CYP4A22-AS1	-	+
ENST00000431986.2	0.0	0.0	ENSG00000223720	+	-
ENST00000662065.1	0.0	0.0	LINC01748	-	+
ENST00000453229.1	0.0	0.0	DOCK7-DT	+	-
ENST00000371058.1	37.082	48.15269452941177	LEPR	+	-
